SMILES,Tg,FFV,Tc,Density,Rg
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)OC(=O)c3ccccc32)cc1,,,,1.172221504,
*CC(*)OC(=O)c1ccc(C#N)cc1,,,0.179,,
*/C=C(/*)c1ccccc1,,,0.154,0.746789572,
*c1cccc(-c2cc(CCCCCCCCCCCCCCCC)cc(*)c2N)c1N,,,0.345,0.912752497,
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCS*)cc1,,,0.222,1.063575985,
*CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,0.376,1.001096798,
*CC(*)(CC(=O)OC)C(O)C([2H])(OC)O[Si](C)(C)C,228.7704,0.397,,,
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,,,0.333,0.967137289,
*CCCCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCOc1ccc(/C=C/C(=O)c2ccc(O*)cc2)cc1,68.09550000000002,0.343,,,
*Nc1cc(*)ccc1N,,,0.232,1.205910253,
*O[Si](*)(C)CCCOCC(=O)Oc1ccc(/C=C/c2ccc(OCC)cc2)cc1,71.47310000000004,,,,
*Cc1c(C)c(C)c(CSC(=O)CCCCCCC(=O)S*)c(C)c1C,,,0.19,1.015255128,
*CCS/C(=N\c1ccccc1)S*,,,0.191,1.199436862,
*Oc1cccc(OC(=O)c2cccc(OC(=O)c3ccc(C(*)=O)cc3)c2)c1O,255.2418,0.331,0.236593,1.244143,24.0801333
*Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,,,0.286,0.947319595,
*/C=C/c1cc(OC(C)C)c(*)cc1OC,,,0.449,0.895670479,
*/C=C/c1cc(Cl)c(*)cc1Cl,,,0.309,,
*Nc1ccc(-c2ccc(*)cc2)c(OC)c1,,,0.492,1.081858951,
*OC(=O)Oc1ccc(OC(=O)c2ccc([Si](C)(C)C(C)CC)cc2)c(OC(*)=O)c1,91.93490000000004,0.345,,,
*c1ccc(N(*)CCCCCCCCCCCC)cc1,,,0.363,0.895382151,
*Oc1ccccc1CNC(=O)NCCCCCCNC(*)=O,,,0.263,1.114771362,
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,,,0.33,0.96936753,
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,0.294,0.967156281,
*CCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,,,0.289,0.964260168,
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO*)cc1,,,0.309,1.048667398,
*N=P(*)(C#N)CCCOCCOCCOCCOCCSC,-110.34339999999996,0.37,,,
*Oc1c(CCC)cc(*)cc1-c1ccccc1,,,0.212,0.967827917,
*CCCCCCCCCCCCCCCCCCOCCCCCCCCSCSCCCCCS*,-124.71439999999998,0.4,,,
*CC(COc1ccc(-c2ccccc2)cc1)O*,,,0.222,1.107391335,
*Nc1cc(C)c(*)cc1OC,,,0.287,1.006691277,
*c1ccc(Oc2ccc(-n3cc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)ccc-4c3=O)cc2)cc1,359.08410000000003,0.371,0.494767,1.209927,32.30113333
*CCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,,,0.19,1.104174502,
*Oc1ccc(C(C)(c2ccc(*)cc2)C(F)(F)F)cc1,,,0.186,1.169036717,
*CC1CSC(C)OC(*)C1,47.118,0.363,0.183748,1.061253,17.80865
*/C=C(/*)CNS(=O)(=O)c1ccccc1,,,0.239,1.24281406,
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,,,0.281,1.044443908,
*Oc1ccc(C(C)c2ccc(OC(*)=O)c(C)c2)cc1C,,,0.298,1.048494679,
*OC(C)COC(=O)/C=C(/CC(*)=O)c1ccc(OCC)cc1,,,0.187,1.069663888,
*CC(=S)NCCCCCCNC(=O)CCC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,103.14340000000004,0.331,,,
*c1cc(CCCCCC)c(*)cc1CCCCCC,,,0.327,0.846070325,
*CCCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCCS*)cc1,,,0.279,1.012721723,
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1C,,,0.342,1.108348782,
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,,,0.429,1.035543983,
*Oc1ccc(C(*)=O)cc1CCCCCCCCCC,,,0.316,0.948614378,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,,,0.253,1.124217989,
*CC(*)C(=O)N(O)c1ccc(C)cc1,,,0.189,1.058089069,
*CCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,0.228,1.153341527,
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,0.278,1.030289557,
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,,,0.197,1.003229763,
*CCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,0.232,1.059500642,
*CC(COc1ccccc1Cl)O*,,,0.169,1.220838147,
*CCCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,,,0.222,1.058405553,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCC(=O)N(*)CC)cc1,,,0.296,0.949108297,
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(-c6nc7ccc(Cc8ccc9nc(*)oc(=O)c9c8)cc7c(=O)o6)cc5C4=O)cc3)cc1)C2=O,,,,1.19854722,
*C(O)CN(*)c1ccc(OCCCCCCCCCC)cc1,-138.80209999999997,0.368,0.255391,0.960706,11.6134667
*c1ccc(N(*)CCCCCCCC)cc1,,,0.401,0.934178606,
*c1ccc(NC(=O)CCCCCCCCCCCCCCC(=O)Nc2ccc(-c3nnc(*)s3)s2)cc1,169.93560000000002,0.357,,,
*CCOC(=O)NNC(=O)NC(=S)N(*)c1ccc(C)cc1,16.785799999999995,0.342,,,
*Oc1ccc(OC(=O)c2cccc(C(=O)Nc3cc(OCCCCCCCC)c(C(*)=O)c(C(C)C)c3)c2)cc1CCOCCOCCOC,37.5487,0.351,,,
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,,,0.325,1.007604261,
*OC(C)COC(=O)/C=C(/CC(*)=O)c1cc(C)ccc1OC,,,0.197,1.062891963,
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCCCS*)cc1,,,0.285,1.000097086,
*/C=C(/*)CCCOc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,,,0.327,0.989325024,
*/C=C/c1cc(OC)c(*)cc1Br,,,0.353,1.334204357,
*CCS(=O)(=O)CCC(C)CCS(=O)(=O)CCCCC(=O)NCc1ccc(C)c(NC(=O)O*)c1,122.14570000000003,0.338,,1.172241,17.00301667
*c1ccc(C(C#N)(C#N)C(*)(C#N)C#N)cc1,,,0.133,0.95194847,
*Nc1cccc(Cc2ccc(S(=O)(=O)c3ccc(*)nc3)cc2)c1,210.97450000000003,0.37,0.192272,1.240205,17.4177667
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCO*)cc1,,,0.293,1.023740683,
*CCCC(=O)NCCCCCCNC(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,,,0.243,1.099982459,
*Cc1ccc(CSC(=O)NCCCCCCNC(=O)S*)cc1,,,0.251,1.143140815,
*CCCCNC(=O)c1ccc(C(=O)N*)cc1,,,0.289,1.136965864,
*CCCCCCCCCCC(=O)OCCCCCCOC(=O)c1ccc(O*)cc1,,,0.327,0.997244842,
*CC(OC(C)OC(=O)c1ccc(-c2ccc(C(C)(C)c3ccc(C(=O)O*)cc3)cc2)cc1)C(=O)OC,115.5013,0.351,0.220464,1.084017,17.8236333
*CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCCCCCC(=O)N=C(C=C(C)CC)C(=O)C(*)=O,47.9185,0.331,0.163654,1.151588,14.4823333
*C(=O)N(*)c1cccc(C)c1,,,0.15,0.960092871,
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,,0.289,1.008433435,
*CCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,,,0.214,1.00907528,
*/C=C/c1cc(OCC)c(*)cc1OCC,,,0.38,0.907143465,
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,,,0.235,1.004124074,
*Nc1cc(OCCCCCC)c(*)cc1OCCCCCC,,,0.248,0.928014078,
*Cc1ccc(CN(CC)C(=O)CCCCC(=O)N(*)CC)cc1,,,0.266,1.013801665,
*CCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,,,0.278,0.98742046,
*Cc1ccc(COC(=O)CCCCSCCCCC(=O)O*)cc1,,,0.228,1.080722105,
*OC(=O)CSCc1ccc(CSCC(*)=O)cc1,,,0.153,1.266518249,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C(C)=O)cc2)cc1,,,0.29,1.114311305,
*CCOC(=O)Cc1ccc(-c2ccc(CC(=O)O*)cc2)cc1,,,0.24,1.151359485,
*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1,,,0.297,0.988824032,
*CC(CCCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1)COC(=O)CCCCCCCCCCCCC(=O)O*,,,0.313,0.974832623,
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccc(N(C)C)cc4)C(F)(F)F)cc3)cc2)cc1,,,0.276,0.97362319,20.7578948
*CCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,0.222,1.077218136,
*Cc1c(C)c(C)c(CSC(=O)C(=O)S*)c(C)c1C,,,0.178,1.079517647,
*C(=O)Nc1ccc([PH](C)(C)c2ccc(*)cc2)cc1,175.19940000000005,0.361,,,
*CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O*)c(C)c2)cc1C,,,0.431,1.153676786,
*c1ccc(N(*)CCCCCCCCCC)cc1,,,0.371,0.907354687,
*O[Si](*)(C)CCCOc1ccc(CNCC(=O)Oc2ccc(OCc3ccccc3)cc2)cc1,56.036400000000015,0.348,,,
*c1ccc([Si](*)(CCCC)CCCCCCCCC)s1,50.99800000000005,0.398,,,
*OC(=O)CCc1ccc(CCC(*)=O)cc1,,,0.232,1.129321919,
*c1ccc(-c2ccc(*)c(Cl)c2)cc1Cl,,,0.527,1.042848665,
*CCCCCCNC(=O)c1ccccc1C(=O)N*,,,0.218,1.086745504,
*OC(=O)OC(=O)c1ccc(C(=O)OCCCCCCCCOC(=O)c2ccc(*)cc2)cc1,79.07570000000004,,0.283023,1.133127,21.59696667
*C(c1ccccc1)C(*)(C#N)C#N,,,0.11,0.981819321,
*OS(=O)(=O)c1ccc(/C(C)=N/c2ccc(Cc3ccc(NC(=O)c4ccc(C(*)=O)cc4)c(O)c3)cc2)cc1,270.1065,0.355,,,
*CC(CCC#N)(C(=O)O)N(*)C,170.80790000000002,0.322,0.120526,1.060481,13.58276833
*C#CC(CC)CN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,120.18630000000002,0.364,,,
*CCCCCCCNC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)N*)cc2)nc1,102.2794,0.334,0.362078,1.08386,21.41043333
*CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,,,0.305,1.068295836,
*/C=C(/*)S(=O)(=O)CCCCCS(=O)(=O)OC,88.5668,0.343,0.202367,1.270923,11.80913333
*/C=C/C(C(=O)OCCCC)C(*)c1ccccc1,,,0.194,0.971253792,
*CC(*)c1ccc(C#C)cc1,,,0.222,0.962186702,
*CNC(=O)CNC(=O)CCCCC(=O)NCCCOCCN(*)C,-56.90719999999999,0.316,0.24837,1.089556,16.8937333
*/N=N/c1cc(*)ccc1C,,,0.287,1.057548363,
*c1cc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(*)cc1OC,116.21340000000004,0.336,0.077306,0.839211,16.88446667
*c1ccc(N(*)C)cc1,,,0.383,1.082186271,
*Nc1ccc(*)cc1F,,,0.391,1.281567509,
*C(=S)NNC(=O)c1cccc(NC(=O)NCCNC(=O)Nc2ccc(*)cc2)c1,233.052,0.323,,,
*Nc1cc(*)ccc1CC,,,0.231,1.009226587,
*/C=C(/*)CNS(=O)(=O)c1ccc(C)cc1,,,0.193,1.194405369,
*OC(=O)CCSc1ccc(SCCC(*)=O)cc1,,,0.198,1.257053945,
*Nc1ccc(-c2ccc(S(=O)(=O)c3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,289.0169000000001,0.374,0.22559,1.200955,24.532
*CC(*)c1cccc(C(=O)Oc2ccc(OCCOC)cc2)c1,81.69050000000004,0.344,0.232464,1.089604,11.6370167
*CC(*)c1ccc(OC)c(OC)c1,,,0.227,1.022667601,
*/C=C(/*)C#Cc1cc(OC)c(OCCCCCC)cc1C(C)C,191.2959,,0.241272,0.913506,11.8554667
*CC(*)S(=O)c1ccc(OC)cc1,,,0.185,1.170319707,
*CCCCCCCCCCNC(=O)c1ccccc1C(=O)N*,,,0.265,1.025225388,
*CCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,0.296,1.024308199,
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,,,0.287,1.060725612,
*CCOC(=O)C(S)C(=*)OC,16.44720000000001,0.344,,,
*CCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,,,0.3,1.002873591,
*CCCCCCCCCCC(=O)OCCOC(=O)c1ccc(O*)cc1,,,0.318,1.033461909,
*Cc1cc(C)c(*)cc1C,,,0.236,0.89624315,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,,,0.241,1.104572775,
*SNc1cccc(CN(*)C)c1,3.1544000000000096,0.372,,,
*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,,0.344,0.955766378,
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCCCCCCCC,,,0.263,0.939926803,
*OC(=O)c1ccccc1OC(=O)CCCCNC(=O)CCCCC(=O)Nc1ccc(C(*)=O)cc1,131.55350000000004,,0.244302,1.165579,19.4769833
*OC(=O)Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(*)c(Cl)c2)cc1Cl,,,,1.258039723,
*C(=O)c1ccc(C(c2ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c2)c2ccccc2C(=O)O)cc1,316.5272,0.386,0.220899,1.127448,18.65575
*CC(*)OCC1CCCCC1,,,,0.910371881,
*CCCCCCCCC[Si](*)(C)CCCCC(=O)OCCC,12.752800000000036,0.377,,,
*CC(*)(C)CC(=O)OCCCCCCCOc1cc(OC(=O)c2ccc(OCC(CC)CCCC)cc2)cc(N(C)C)c1,131.0358,0.35,0.240049,0.976734,12.99491667
*CC(*)S(=O)c1ccc(F)cc1,,,0.131,1.228714948,
*Oc1c(C(C)C)cc(C(*)=O)cc1C(C)C,,,0.227,0.867539905,
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,,,0.34,1.160721187,
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCCCCCCCCCCCC,,,0.265,0.923646316,
*CC(*)c1c(F)c(F)c(F)c(F)c1F,,,0.103,1.360333553,
*NNC(=O)c1ccc(C(=O)NC(C)CNC(=O)c2ccc(*)cc2)cc1,260.9639,0.337,,,
*CCCCCCCCNC(=O)c1ccccc1C(=O)N*,,,0.22,1.047517365,
*CC(*)(C)C(=O)Oc1ccc([N+](=O)[O-])cc1,,,0.159,,
*Oc1ccc(OC(=O)c2cc(NC(=O)c3ccc(C(*)=O)cc3)cc(C(C)(C)C)c2)cc1C(=O)OCCCCCC,-101.47469999999998,0.354,0.297926,1.063821,23.16288333
*c1ccc2c(-c3c(OC(C)=O)ccc4cc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)ccc34)c(OC(C)=O)ccc2c1,,,,1.142306435,
*N=P(*)(OCC)OCCCCCCN,4.08970000000005,0.384,,,
*OC(C)COC(=O)c1ccccc1-c1ccccc1C(*)=O,,,0.175,1.126200767,
*CC#CC#CCOc1ccc(-c2ccc(O*)cc2)cc1,,,0.36,1.098492913,
*OC(C)COC(=O)c1ccc(-c2ccc(C(*)=O)cc2)cc1,,,0.282,1.136564089,
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCC)cc2)cc1,,,0.312,0.938209096,
*CC(O*)c1ccc(OCCCC)cc1,30.51400000000001,0.368,0.237013,1.006507,11.8929333
*CCCCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(OCC)cc1,,,0.247,1.045181659,
*c1ccc(*)c(OC)c1N,,,0.503,0.948069021,
*CCN(*)C(=O)c1ccsc1,,,0.188,1.22547844,
*Cc1c(C)c(C)c(CSC(=O)CCC(=O)S*)c(C)c1C,,,0.199,1.082228797,
*Cc1ccc(C(=O)N*)cc1,,,0.271,1.18267554,
*Cc1ccc(-c2ccc(C(=O)O*)cc2)cc1,,,0.295,1.119980214,
*Cc1ccc(CN(C)C(=O)CCCCCCC(=O)N(*)C)cc1,,,0.256,1.03999408,
*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)C(F)(F)F)cc1,131.5208,0.333,0.217756,1.234036,22.5994
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCC,,,0.197,0.967024285,
*OC(COC(=O)CCCC(*)=O)C(C)OCc1ccccc1,79.42580000000004,0.334,0.184462,1.080115,16.3266667
*CCCCCOC(=O)c1ccccc1C(=O)O*,,,0.246,1.127270902,
*Cc1ccc(COC(=O)CCCCCCC(=O)O*)cc1,,,0.249,1.062836641,
*OC(=O)CCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCC(*)=O)cc1,,,0.191,1.327446356,
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCN(*)CC)cc2)C(C)C)cc1,7.122000000000014,0.349,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(OC)cc2)cc1,,,0.277,1.128493957,
*CC(*)C(=O)OCCCCCCCCCCCCCCOc1ccc(C(=O)OC(C)(C)C)cc1,-70.48099999999997,0.359,0.350594,0.950224,15.0930667
*/C=C(/*)CNS(=O)(=O)c1ccc(CCC)cc1,,,0.173,1.071537176,
*Nc1cc(C)c(*)cc1C,,,0.438,0.926020023,
*OC(CCCCCCCCCCCCOC(*)=O)SC,83.5077,0.375,0.336312,0.967598,17.5293
*CCc1cc(OC)c(*)cc1OC,,,0.249,,
*CCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,,,0.211,1.084264571,
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,,,0.291,1.067406778,
*CC(*)c1cc(OC(C)CC)ccc1OC(C)CC,,,0.211,0.871119807,
*/C=C(/*)c1cccc(C#C)c1,,,0.158,0.835189268,
*OC(c1ccc(Cl)cc1)C(C)(C)C(*)=O,,,0.112,1.103833721,
*CCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,,,0.217,1.051018222,
*CC(*)CCc1ccccc1C,,,0.217,0.938582994,
*NNC(=O)S[Si](*)(C)c1cccc(F)c1Br,41.98490000000004,0.368,,,
*CC(=O)C(*)c1cccc(C)c1,,,0.207,1.012241588,
*CCCCOCCCCOCCOC(=O)OCCCCCCOC(=O)O*,19.2432,0.341,0.266997,1.048022,19.51785
*Oc1ccc(OC(=O)c2ccc(OCC(C)=O)c(OC(=O)c3ccccc3C(=O)Oc3ccc(C(*)=O)cc3)c2)cc1,182.10310000000004,0.327,0.254341,1.208116,17.88223333
*/C=C/c1ccc(C=*)cc1C(CCC)CCCOC,182.2894,0.375,,,
*/C=C/c1cc(CC(CC)CCCC)c(*)cc1CCCC,,,0.383,0.854559826,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C)cc2C)cc1,,,0.295,1.081203115,
*c1cc(OCC)c(*)cc1OCC,,,0.357,0.921235814,
*CC(C)(COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)CN(C)C,,,0.239,,
*CCCCCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,,,0.25,1.027706248,
*CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,,,0.255,,
*CC(=O)C(*)c1ccc(F)cc1,,,0.175,1.159249693,
*Oc1c(CCCCCCCCC)cc(*)cc1-c1ccccc1,,,0.257,0.93467907,
*OC(=O)CCSCc1ccc(CSCCC(*)=O)cc1,,,0.187,1.19764915,
*Nc1cc(OC)c(*)cc1-c1ccc(/N=N/c2ccc(C#N)cc2)cc1,234.1657,0.388,,,
*CC(O)CN(Cc1ccccc1)C(*)(C)C,118.01600000000002,0.342,0.17554,0.959954,12.9552667
*CC(*)(C)C(=O)OCCC[Si](C)(C)OCC#N,97.76390000000004,0.38,,,
*C/C=C/C(C*)COCC,-56.862299999999976,0.385,0.230974,0.890485,17.454
*NC(=O)c1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4cccc(C(*)=O)c4)cc3)cc2)cc1,340.3388,0.336,0.255573,1.183829,22.62488333
